G_loss,D_loss
58.265750885009766,0.7096672058105469
33.614158630371094,0.6852638721466064
27.59123992919922,0.6542891263961792
24.864803314208984,0.6439511775970459
18.06878662109375,0.6044104099273682
28.99172019958496,0.5925538539886475
19.366981506347656,0.5436609983444214
20.3419132232666,0.5220573544502258
17.745162963867188,0.5319350957870483
17.74227523803711,0.454509973526001
17.394542694091797,0.4175344705581665
19.792659759521484,0.39431244134902954
20.335479736328125,0.5312417149543762
15.541133880615234,0.5188588500022888
16.92675018310547,0.5430184006690979
13.544129371643066,0.5941194891929626
15.7670316696167,0.6759704351425171
15.052093505859375,0.6954429745674133
14.40209674835205,0.5348597764968872
16.722362518310547,0.4587135910987854
13.163521766662598,0.629497766494751
15.741215705871582,0.5317072868347168
14.543015480041504,0.541477382183075
14.87894058227539,0.540625810623169
13.367301940917969,0.609266996383667
14.023709297180176,0.5644074082374573
13.266335487365723,0.5615785121917725
16.336008071899414,0.42916369438171387
15.76272201538086,0.5595220923423767
16.24795913696289,0.3412763476371765
12.763474464416504,0.5041337013244629
12.187047004699707,0.6751639246940613
13.651422500610352,0.504083514213562
11.11606502532959,0.5908654928207397
15.365553855895996,0.48950111865997314
12.753443717956543,0.5009104609489441
11.074874877929688,0.6188459992408752
16.288013458251953,0.5778378248214722
11.714235305786133,0.566185474395752
16.180755615234375,0.3734326660633087
16.918508529663086,0.5095929503440857
10.7953519821167,0.6480513215065002
16.73293113708496,0.3761746287345886
13.025449752807617,0.4576861560344696
13.332623481750488,0.49288052320480347
13.644025802612305,0.7742630243301392
12.149908065795898,0.4322740435600281
11.127918243408203,0.531431257724762
15.786531448364258,0.5531347990036011
18.928476333618164,0.2837873697280884
9.426878929138184,0.680513858795166
12.23414421081543,0.5654889941215515
11.782242774963379,0.4891064763069153
10.596850395202637,0.42024296522140503
10.880819320678711,0.7100049257278442
13.70646858215332,0.6820580959320068
13.416343688964844,0.506030261516571
15.29967212677002,0.35088488459587097
16.044872283935547,0.4612271189689636
12.516927719116211,0.4082929193973541
18.153900146484375,0.2651643753051758
12.573713302612305,0.359000563621521
11.41153335571289,0.4706481695175171
11.953032493591309,0.7112125158309937
13.439943313598633,0.46210598945617676
13.125385284423828,0.48046648502349854
11.352733612060547,0.5149518251419067
11.400395393371582,0.5745436549186707
13.412050247192383,0.7275068163871765
11.472455978393555,0.5913280844688416
11.196382522583008,0.5163688659667969
12.178970336914062,0.42488059401512146
10.365107536315918,0.6564251184463501
13.841530799865723,0.36900895833969116
11.636953353881836,0.914276123046875
11.944537162780762,0.7014979124069214
12.528379440307617,0.5262385010719299
13.902109146118164,0.5036433339118958
12.01531982421875,0.6130837798118591
12.135807991027832,0.6655681133270264
12.177289009094238,0.46499526500701904
16.115232467651367,0.49887585639953613
16.603654861450195,0.35646599531173706
14.160985946655273,0.4128143787384033
13.680685997009277,0.41271817684173584
11.372105598449707,0.6725436449050903
12.884166717529297,0.3427417278289795
13.153276443481445,0.44755810499191284
13.548443794250488,0.48649725317955017
17.44994354248047,0.427340567111969
10.896897315979004,0.5207504630088806
14.27069091796875,0.4701482951641083
10.162622451782227,0.628158688545227
11.06863021850586,0.7607051134109497
11.297017097473145,0.7853211164474487
11.802395820617676,0.45036780834198
16.288293838500977,0.33810660243034363
11.031333923339844,0.5042533874511719
11.683357238769531,0.6536480188369751
12.123971939086914,0.4049563705921173
13.352781295776367,0.45245710015296936
